"BLOCK","HH","POP","HH_Occ","GQ_Inst","GQ_Non","GP"
530110411104003,37,105,37,0,0,105
530110411104004,27,58,23,0,0,58
530110411104005,13,35,13,0,0,35
530110426011040,135,221,127,1,0,220
530110426011043,314,388,290,0,0,388
530110426011045,13,12,13,0,0,12
530110426011047,31,39,25,0,0,39
530110426011048,9,26,9,0,0,26
530110426011049,31,50,26,0,0,50
530110426021000,9,35,5,0,0,35
530110426021001,4,10,4,0,0,10
530110426021002,196,276,194,0,0,276
530110426021004,14,29,14,0,0,29
530110426021005,18,34,18,0,0,34
530110426021006,13,31,13,0,0,31
530110426021007,23,42,17,0,0,42
530110426021009,0,4,0,0,4,0
530110426021011,34,46,29,0,0,46
530110426021014,13,33,13,0,0,33
530110426021016,0,6,0,0,6,0
530110426021017,13,29,13,0,0,29
530110426021018,27,53,27,0,0,53
530110426021020,8,19,8,0,0,19
530110426021021,7,13,7,0,0,13
530110426021023,21,44,21,0,0,44
530110426021024,30,47,30,0,0,47
530110426021026,32,46,32,0,0,46
530110426021027,22,31,22,0,0,31
530110426021028,23,45,22,0,0,45
530110426021030,11,18,11,0,0,18
530110426021031,13,37,3,0,0,37
530110426021033,9,20,9,0,0,20
530110411104008,374,944,351,0,0,944
530110411104010,19,54,19,0,0,54
530110411104011,32,97,32,0,0,97
530110411104013,23,75,22,0,0,75
530110411112000,132,364,129,0,0,364
530110411121000,51,133,51,0,0,133
530110411121001,35,84,35,0,0,84
530110411121002,18,68,18,0,0,68
530110411121004,185,526,185,0,14,512
530110411121005,53,110,53,0,0,110
530110411121007,10,51,10,0,0,51
530110411122000,110,267,101,0,0,267
530110411122002,8,33,3,0,0,33
530110411122003,55,176,55,0,0,176
530110411122005,56,151,55,0,0,151
530110411122006,96,252,96,0,0,252
530110411122007,20,71,20,0,0,71
530110411122008,6,52,6,0,0,52
530110411122009,22,55,22,0,0,55
530110427001001,173,269,160,0,0,269
530110427001002,11,52,11,0,0,52
530110427001003,16,52,13,0,0,52
530110427001004,43,116,43,0,0,116
530110427001005,44,130,44,0,0,130
530110427001006,24,57,20,0,0,57
530110427002000,247,500,231,0,0,500
530110427002001,207,433,182,0,0,433
530110427002002,248,560,239,0,0,560
530110427002004,5,44,0,0,0,44
530110427003001,54,132,54,0,0,132
530110427003002,22,70,22,0,0,70
530110426021034,11,27,11,0,0,27
530110426021036,52,60,30,0,0,60
530110426021037,18,42,18,0,0,42
530110426021038,10,22,6,0,0,22
530110426021040,35,64,35,0,0,64
530110426021041,30,60,30,0,0,60
530110426022000,25,57,25,0,0,57
530110426022001,239,431,226,0,0,431
530110426022003,18,17,9,0,0,17
530110426022004,17,41,17,0,0,41
530110426022006,34,68,34,0,0,68
530110426022007,16,42,16,0,0,42
530110426022008,178,203,169,0,16,187
530110426022011,74,125,74,0,0,125
530110426022012,29,48,28,0,0,48
530110426022013,35,66,29,0,0,66
530110426022014,33,57,33,0,0,57
530110426022015,59,122,59,0,0,122
530110426022016,87,153,82,0,0,153
530110426022017,83,170,83,0,0,170
530110426022018,27,75,27,0,0,75
530110426022019,19,37,19,0,0,37
530110426022021,1,16,0,0,0,16
530110426022022,7,25,4,0,0,25
530110426022024,34,79,24,0,0,79
530110426022025,56,95,50,0,0,95
530110427003003,14,53,14,0,0,53
530110428001004,13,37,13,0,0,37
530110428001005,7,19,7,0,0,19
530110428001007,7,18,7,0,0,18
530110428001008,9,15,9,0,0,15
530110428001010,9,34,9,0,0,34
530110428001011,28,37,28,0,0,37
530110428001012,19,41,19,0,0,41
530110428001014,9,16,9,0,0,16
530110428001015,82,194,82,0,0,194
530110428001018,10,21,10,0,0,21
530110428001020,11,26,11,0,0,26
530110428001021,15,38,15,0,0,38
530110428001023,10,36,10,0,0,36
530110428001024,15,45,15,0,0,45
530110428001025,12,37,12,0,0,37
530110428001027,21,55,20,0,0,55
530110428001030,34,62,34,0,0,62
530110428001031,74,141,74,0,0,141
530110428001032,15,45,15,0,0,45
530110428001033,23,67,23,0,0,67
530110428001034,28,54,28,0,0,54
530110428001035,18,48,18,0,0,48
530110428002000,27,64,27,0,0,64
530110428002001,16,46,16,0,0,46
530110428002002,156,245,149,0,0,245
530110428002003,35,94,35,0,0,94
530110428002004,15,34,15,0,0,34
530110428002005,53,112,48,0,0,112
530110428002006,1,15,1,0,0,15
530110428002007,30,43,26,0,0,43
530110428002008,54,109,53,0,0,109
530110428002010,5,12,5,0,0,12
530110428002011,62,152,59,0,0,152
530110428002012,8,13,6,0,0,13
530110412052004,53,124,53,0,0,124
530110412052005,5,28,5,0,0,28
530110412052006,22,65,22,0,0,65
530110412052007,17,40,17,0,0,40
530110412052008,21,67,21,0,0,67
530110412052009,18,49,18,0,0,49
530110412052010,50,124,50,0,0,124
530110412052011,6,38,4,0,0,38
530110412052013,50,130,50,0,0,130
530110412052014,73,162,73,0,0,162
530110412052016,8,24,8,0,0,24
530110412052017,20,64,17,0,14,50
530110412052018,8,21,8,0,0,21
530110412052020,14,32,14,0,0,32
530110412052021,41,91,41,0,0,91
530110412052023,106,246,104,0,0,246
530110412052024,19,47,16,0,0,47
530110412053001,9,28,9,0,0,28
530110412053002,1,6,0,0,0,6
530110412053004,272,763,269,57,0,706
530110412053005,12,19,9,0,0,19
530110412061002,8,38,8,0,0,38
530110412061003,49,127,49,0,0,127
530110412061005,17,47,17,0,0,47
530110412061006,45,139,45,0,0,139
530110412061007,15,60,15,0,7,53
530110412061009,16,53,16,0,0,53
530110428002014,13,32,9,0,0,32
530110428002015,4,9,4,0,0,9
530110428002017,15,39,15,0,0,39
530110428002018,11,20,11,0,0,20
530110428002020,7,14,7,0,0,14
530110428002021,26,62,26,0,0,62
530110428002023,12,21,12,0,0,21
530110428002024,11,30,11,0,0,30
530110429001000,46,113,46,0,0,113
530110429001002,17,36,17,0,0,36
530110429001003,12,31,8,0,0,31
530110429001005,26,55,26,0,0,55
530110429001006,13,28,13,0,0,28
530110429001008,12,41,12,0,0,41
530110429001009,8,26,8,0,0,26
530110429001011,98,259,98,0,0,259
530110429001012,56,134,56,0,0,134
530110429001013,13,42,13,0,0,42
530110429001016,24,27,21,0,0,27
530110429001018,13,39,13,0,0,39
530110429001019,25,57,25,0,0,57
530110429001021,21,59,21,0,13,46
530110429001022,15,36,15,0,2,34
530110429001023,17,42,17,0,0,42
530110429001024,11,30,11,0,0,30
530110429001025,14,27,14,0,0,27
530110429001026,14,53,13,0,4,49
530110429001027,30,78,30,0,0,78
530110429001028,23,64,23,0,0,64
530110429001029,6,11,6,0,0,11
530110430001000,64,140,64,0,0,140
530110430001001,13,32,12,0,0,32
530110430001002,23,60,23,0,0,60
530110430001003,8,16,8,0,0,16
530110430001004,8,31,8,0,0,31
530110430001005,9,19,9,0,0,19
530110430001007,16,32,16,0,0,32
530110430001008,12,39,12,0,0,39
530110411122010,76,187,76,0,0,187
530110411122011,20,52,20,0,0,52
530110411122014,17,45,15,0,0,45
530110411123000,89,236,89,0,0,236
530110411123002,14,77,14,0,0,77
530110411123003,55,101,49,0,0,101
530110411123005,2,27,2,0,0,27
530110411124000,370,772,355,0,0,772
530110411124001,24,79,22,0,0,79
530110411131000,226,438,221,63,0,375
530110411131002,18,24,18,0,0,24
530110411131003,14,37,14,0,0,37
530110411131005,43,96,43,0,0,96
530110411131006,104,188,97,0,0,188
530110411131008,2,15,2,0,0,15
530110411131010,9,24,3,0,0,24
530110411131012,13,58,13,0,0,58
530110411131013,17,53,12,0,0,53
530110411131015,27,81,27,0,0,81
530110411131016,16,48,16,0,0,48
530110411141000,549,945,517,0,0,945
530110411141001,6,11,1,0,0,11
530110411141002,18,47,11,0,0,47
530110411142001,29,72,28,0,0,72
530110411142003,10,23,10,0,0,23
530110412061010,17,61,17,0,0,61
530110412061012,98,284,98,0,0,284
530110412061013,26,79,22,0,9,70
530110412061016,2,24,0,0,0,24
530110412062001,58,139,58,0,0,139
530110412062002,74,193,74,0,0,193
530110412062003,54,155,54,0,0,155
530110412062004,32,95,32,0,0,95
530110412062005,13,51,13,0,0,51
530110412062006,44,110,40,0,0,110
530110412062007,40,100,40,0,0,100
530110412062008,53,155,49,0,0,155
530110412062009,41,101,41,0,0,101
530110412062010,10,54,10,0,0,54
530110412062012,13,38,13,0,0,38
530110412062013,16,51,16,0,0,51
530110412062015,16,44,16,0,0,44
530110412062016,32,82,32,0,0,82
530110412062017,30,83,30,0,4,79
530110412062019,3,13,3,0,0,13
530110412062020,47,105,47,0,0,105
530110412063001,210,495,202,0,0,495
530110412063003,34,80,30,0,0,80
530110412063004,37,83,37,0,0,83
530110412063005,21,65,14,0,3,62
530110412063007,52,116,52,0,0,116
530110412063008,25,48,25,0,0,48
530110412063010,10,42,10,0,0,42
530110412063011,10,27,10,0,0,27
530110412063013,31,89,26,0,0,89
530110412063014,10,24,10,0,0,24
530110412063015,14,47,14,0,0,47
530110412063017,126,286,116,0,10,276
530110430001009,16,35,16,0,0,35
530110430001011,17,29,17,0,0,29
530110430001012,8,18,8,0,0,18
530110430001014,9,21,9,0,0,21
530110430001015,9,17,9,0,0,17
530110430001017,18,41,18,0,0,41
530110430001018,16,26,16,0,0,26
530110430002000,147,387,147,0,0,387
530110430002001,18,33,18,0,0,33
530110430002003,35,72,33,0,0,72
530110430002004,24,66,24,0,0,66
530110430002006,16,46,16,0,0,46
530110430002007,5,15,5,0,0,15
530110430002009,13,38,10,0,0,38
530110430002010,10,39,10,0,0,39
530110430002012,6,21,2,0,0,21
530110430002013,9,26,8,0,1,25
530110430002014,17,36,17,0,0,36
530110430002017,15,60,15,0,8,52
530110430002019,4,7,4,0,0,7
530110430002020,19,43,19,0,8,35
530110431001001,13,37,13,0,0,37
530110431001002,13,40,13,0,0,40
530110431001003,16,36,12,0,0,36
530110431001004,249,524,249,0,0,524
530110411142006,6,31,6,0,0,31
530110411142007,18,59,18,0,0,59
530110411142008,27,84,27,0,0,84
530110411142010,12,24,12,0,0,24
530110411142011,18,50,18,0,0,50
530110411142013,2,10,2,0,0,10
530110411142020,8,34,8,0,0,34
530110411142021,13,43,12,0,0,43
530110411142023,20,63,20,0,0,63
530110411142024,19,68,11,0,0,68
530110411142026,26,77,26,0,0,77
530110411143000,68,151,56,0,0,151
530110411143001,311,422,265,0,0,422
530110411144000,9,34,9,0,0,34
530110411144001,147,296,147,0,0,296
530110411144003,191,379,189,0,0,379
530110411144004,8,25,8,0,0,25
530110411144006,16,48,16,0,0,48
530110411144007,12,32,10,0,0,32
530110411144009,80,120,75,0,0,120
530110411144010,1,21,1,0,0,21
530110412031000,87,238,87,0,0,238
530110412031001,445,1139,425,0,38,1101
530110412031002,12,54,6,0,0,54
530110412031003,9,32,9,0,0,32
530110412031004,78,207,78,0,0,207
530110412031005,74,185,74,0,0,185
530110412031006,26,74,26,0,0,74
530110412031007,29,88,29,0,0,88
530110412031008,3,81,3,0,54,27
530110412031010,5,22,5,0,0,22
530110412031011,3,30,3,0,0,30
530110412063020,23,60,23,0,0,60
530110412063021,42,134,41,0,0,134
530110412063023,10,47,10,0,0,47
530110412071000,10,27,2,0,0,27
530110412071002,7,18,7,0,0,18
530110412071003,47,143,47,0,0,143
530110412071004,30,55,30,0,0,55
530110412071005,25,50,25,0,0,50
530110412071006,15,42,15,0,0,42
530110412071007,55,132,55,0,5,127
530110412071008,55,122,51,0,0,122
530110412071009,5,11,5,0,0,11
530110412071010,1,17,1,0,0,17
530110412071011,15,43,15,0,0,43
530110412071012,15,47,15,0,0,47
530110412071013,10,23,10,0,0,23
530110412071014,9,34,9,0,0,34
530110412072002,18,51,12,0,0,51
530110412072003,14,39,14,0,0,39
530110412072005,19,52,19,0,0,52
530110412072006,17,38,17,0,0,38
530110412072007,14,37,14,0,0,37
530110412072009,12,44,8,0,0,44
530110412072010,14,55,14,0,0,55
530110412072012,15,58,15,0,0,58
530110412072013,14,39,14,0,0,39
530110412072015,14,49,14,0,0,49
530110412072016,14,35,14,0,0,35
530110412072017,14,29,14,0,0,29
530110412081001,10,31,10,0,0,31
530110412081002,13,23,13,0,0,23
530110412081004,20,39,19,0,0,39
530110412081005,13,40,13,0,0,40
530110412081007,18,43,18,0,0,43
530110412081008,13,51,13,0,6,45
530110414003018,7,22,7,0,0,22
530110414003019,11,46,11,0,0,46
530110414003021,2,17,2,0,0,17
530110414003025,1,18,1,0,0,18
530110414003026,31,86,31,0,0,86
530110414003034,62,152,60,0,0,152
530110414003035,3,18,3,0,0,18
530110414003036,4,25,4,0,0,25
530110414003045,1,32,1,0,0,32
530110414003047,102,252,102,0,0,252
530110415001001,6,22,6,0,0,22
530110409071010,10,35,10,0,0,35
530110409071011,9,26,9,0,0,26
530110409071013,11,39,11,0,0,39
530110409071014,20,44,20,0,0,44
530110409071015,17,51,17,0,0,51
530110409071017,10,42,10,0,0,42
530110409071018,9,29,7,0,0,29
530110409071020,17,42,17,0,0,42
530110409071021,19,65,19,0,0,65
530110409071024,8,23,8,0,0,23
530110409072000,59,187,59,0,0,187
530110409072002,68,185,68,0,9,176
530110409072003,8,21,8,0,0,21
530110409072005,5,35,5,0,0,35
530110409072006,72,214,65,0,0,214
530110409072008,31,78,31,0,0,78
530110409072009,16,58,16,0,0,58
530110409072010,8,26,0,0,0,26
530110409072011,22,63,22,0,0,63
530110409072012,15,40,15,0,0,40
530110409072013,17,48,17,0,0,48
530110409072015,45,116,45,0,0,116
530110409072016,29,85,29,0,0,85
530110409072017,85,206,85,0,0,206
530110409072018,36,106,36,0,0,106
530110409072019,12,31,12,0,0,31
530110412031013,8,35,8,0,0,35
530110412032006,14,47,11,0,0,47
530110412032007,95,229,86,0,0,229
530110412032009,68,176,68,0,0,176
530110412032010,163,419,163,0,0,419
530110412032012,5,35,5,0,0,35
530110412032013,18,37,18,0,0,37
530110412032014,40,97,40,0,0,97
530110412032016,150,417,144,4,0,413
530110412032019,22,63,17,0,0,63
530110412032020,14,26,13,0,0,26
530110412032022,24,56,24,0,0,56
530110412033001,209,464,209,0,0,464
530110412033003,16,89,16,0,13,76
530110412033004,16,55,16,0,0,55
530110412033006,59,172,59,0,0,172
530110412033007,19,40,5,0,0,40
530110412033009,11,32,11,0,0,32
530110412033010,24,57,24,0,0,57
530110412051001,2,19,2,0,0,19
530110412051002,19,55,17,0,0,55
530110412051003,30,75,30,0,0,75
530110412051004,70,167,70,0,0,167
530110412051005,4,28,1,0,0,28
530110412051006,436,923,413,0,0,923
530110412051007,15,32,15,0,0,32
530110412051008,34,63,34,0,0,63
530110412051009,12,31,3,0,0,31
530110412051010,19,64,19,0,0,64
530110412051011,7,29,7,0,0,29
530110412051012,140,299,135,0,0,299
530110412081009,4,30,2,0,0,30
530110412081011,5,12,5,0,0,12
530110412081012,21,47,21,0,0,47
530110412081014,59,194,59,0,12,182
530110412081015,8,22,8,0,0,22
530110412081017,8,15,8,0,0,15
530110412081018,1,10,0,0,0,10
530110412081020,5,29,5,0,0,29
530110412081021,10,47,10,0,7,40
530110412081022,7,34,1,0,0,34
530110412081026,88,203,83,0,6,197
530110415001002,31,49,31,0,0,49
530110415001004,5,13,5,0,0,13
530110415001005,8,26,8,0,0,26
530110415001007,8,26,8,0,0,26
530110415001012,7,17,7,0,0,17
530110415001013,11,23,11,0,0,23
530110415001015,30,84,30,0,0,84
530110415001016,6,18,6,0,0,18
530110415001017,13,44,13,0,0,44
530110415001018,9,15,9,0,0,15
530110415001019,16,39,16,0,0,39
530110415001020,20,42,20,0,0,42
530110415001021,35,98,35,0,0,98
530110415001022,16,43,16,0,0,43
530110415001023,8,23,8,0,0,23
530110415001024,6,17,6,0,0,17
530110415001026,8,33,8,0,0,33
530110415001027,43,113,43,0,0,113
530110415002000,63,170,63,0,0,170
530110415002003,18,46,18,0,0,46
530110415002004,2,11,2,0,0,11
530110415002006,39,89,39,0,0,89
530110415002007,8,15,8,0,0,15
530110415002011,3,11,3,0,0,11
530110415002014,1,9,1,0,0,9
530110415002016,65,140,54,0,0,140
530110415002017,16,41,16,0,0,41
530110415002019,16,36,16,0,0,36
530110415002022,3,22,3,0,0,22
530110409072020,31,97,20,0,0,97
530110409072021,22,50,22,0,0,50
530110409073000,1,17,0,0,0,17
530110409073003,114,311,112,0,0,311
530110409073004,11,47,11,0,0,47
530110409073005,9,37,9,0,0,37
530110409073007,10,46,10,0,0,46
530110409073008,26,76,26,0,0,76
530110409073011,21,54,20,0,0,54
530110409073013,13,34,11,0,0,34
530110409073014,9,34,9,0,0,34
530110409073020,46,131,46,0,0,131
530110409073023,8,23,8,0,0,23
530110409073024,5,7,5,0,0,7
530110409074000,34,99,34,0,0,99
530110409074002,176,480,163,0,0,480
530110409074003,8,38,8,0,0,38
530110409074005,58,145,58,0,0,145
530110409074006,13,47,13,0,0,47
530110409074008,18,46,18,0,0,46
530110409074009,20,66,20,0,0,66
530110409074011,23,72,23,0,0,72
530110409081000,86,244,86,0,0,244
530110409081001,6,15,6,0,0,15
530110409081002,112,312,112,0,0,312
530110409081003,8,33,8,0,0,33
530110409081004,21,64,21,0,0,64
530110409081005,128,403,126,0,0,403
530110409081006,19,70,19,0,0,70
530110409081007,12,45,12,0,0,45
530110409081008,20,64,20,0,0,64
530110412051013,113,196,109,0,0,196
530110412051014,146,357,146,0,0,357
530110412052000,30,90,30,0,0,90
530110412052002,21,52,21,0,0,52
530110431001006,24,36,22,0,0,36
530110431001007,22,44,22,0,0,44
530110431001008,19,43,19,0,0,43
530110431001010,22,52,22,0,0,52
530110431001011,18,44,18,0,0,44
530110431001013,13,31,13,0,0,31
530110431001014,11,33,11,0,0,33
530110431001016,12,25,10,0,0,25
530110431001017,18,47,18,0,0,47
530110431001019,3,13,0,0,0,13
530110431001020,3,31,3,0,0,31
530110431001021,6,32,1,0,0,32
530110431001023,11,39,11,0,0,39
530110431001024,11,31,11,0,0,31
530110431002001,9,36,9,0,0,36
530110431002002,18,39,18,0,0,39
530110431002004,14,26,14,0,0,26
530110431002005,29,66,29,0,0,66
530110431002007,6,20,6,0,0,20
530110431002008,8,31,8,0,0,31
530110431002009,19,58,19,0,0,58
530110431002010,43,70,43,0,0,70
530110431002011,56,98,50,0,0,98
530110431002012,13,29,13,0,0,29
530110431002013,40,92,40,0,0,92
530110431002016,48,119,48,0,0,119
530110431002017,22,56,22,0,0,56
530110431003000,26,66,17,0,5,61
530110415002027,71,153,71,0,0,153
530110415003000,20,44,20,0,0,44
530110415003001,7,31,7,0,0,31
530110415003002,12,24,12,0,0,24
530110415003003,7,17,7,0,0,17
530110415003004,42,107,42,0,0,107
530110415003005,5,32,5,0,0,32
530110415003006,22,53,21,0,0,53
530110415003007,5,18,5,0,0,18
530110415003008,3,10,3,0,0,10
530110415003009,5,5,5,0,0,5
530110415003011,2,10,2,0,0,10
530110415003012,21,57,21,0,0,57
530110415003013,20,45,20,0,0,45
530110415003015,10,28,8,0,0,28
530110415003018,2,7,2,0,0,7
530110415003019,9,13,9,0,0,13
530110415003021,17,25,17,0,0,25
530110415003022,10,20,10,0,0,20
530110415003024,24,47,24,0,0,47
530110415003026,4,3,4,0,0,3
530110415003032,10,14,10,0,0,14
530110415003035,6,11,5,0,0,11
530110409081009,12,45,12,0,0,45
530110409081010,51,143,51,0,4,139
530110409081011,24,50,24,0,0,50
530110409081012,20,40,20,0,0,40
530110409081014,8,38,8,0,0,38
530110409082000,77,199,77,0,0,199
530110409082002,45,112,45,0,0,112
530110409082003,56,145,56,0,0,145
530110409082004,58,128,55,0,0,128
530110409082006,19,60,19,0,0,60
530110409082007,16,47,16,0,0,47
530110409082009,49,121,49,0,0,121
530110409082010,15,28,15,0,0,28
530110409082012,19,74,19,0,0,74
530110409082013,36,119,33,0,0,119
530110409083000,76,222,76,0,0,222
530110409083002,10,25,10,0,0,25
530110409083003,9,34,9,0,0,34
530110409083005,98,288,98,0,5,283
530110409083006,4,23,4,0,0,23
530110409083008,35,121,31,0,0,121
530110409083009,162,369,162,0,0,369
530110409083010,14,30,14,0,0,30
530110409083012,6,24,6,0,0,24
530110409083013,42,105,42,0,0,105
530110409083015,17,40,17,0,0,40
530110409083016,33,82,33,0,0,82
530110409083018,27,72,27,0,0,72
530110409083019,23,68,23,0,0,68
530110409083021,12,33,12,0,0,33
530110409083022,27,68,27,0,0,68
530110409083023,8,44,8,0,0,44
530110409083024,34,96,23,0,0,96
530110409083025,11,28,11,0,0,28
530110409083026,44,127,44,0,0,127
530110409083027,12,48,12,0,0,48
530110409083028,10,41,10,0,0,41
530110409091007,22,54,22,0,0,54
530110431003001,7,12,7,0,0,12
530110431003002,121,272,114,0,7,265
530110431003006,20,50,15,0,0,50
530110431003007,21,84,17,14,0,70
530110431003009,39,94,39,0,0,94
530110431003010,69,103,69,0,0,103
530110431003014,43,87,43,0,0,87
530110431004000,29,65,29,0,0,65
530110431004001,19,46,19,0,0,46
530110431004003,24,77,24,0,7,70
530110431004004,28,80,28,0,0,80
530110431004006,14,44,14,0,0,44
530110431004007,20,63,20,0,0,63
530110431004009,30,61,26,0,0,61
530110431004011,11,26,11,0,0,26
530110431004013,20,50,20,0,0,50
530110431004014,12,34,5,0,0,34
530110431004016,18,58,18,0,6,52
530110431004017,31,54,31,0,0,54
530110431004019,9,31,9,0,0,31
530110415003038,3,10,3,0,0,10
530110415003039,6,8,6,0,0,8
530110415003042,10,9,10,0,0,9
530110415003044,11,15,11,0,0,15
530110415003045,3,1,3,0,0,1
530110416001001,303,794,263,0,18,776
530110416001003,95,179,95,0,0,179
530110416001004,212,495,193,0,0,495
530110416001005,80,169,76,0,0,169
530110416001006,1,11,0,0,0,11
530110416002000,30,55,30,0,0,55
530110409084000,76,209,76,0,0,209
530110409084001,11,30,11,0,0,30
530110409084002,25,73,25,0,0,73
530110409084003,46,134,46,0,0,134
530110409084004,53,145,53,0,0,145
530110409084005,12,53,11,0,0,53
530110409084007,21,71,21,0,0,71
530110409084008,29,67,29,0,0,67
530110409084009,43,104,43,0,0,104
530110409084011,63,178,63,0,0,178
530110409084012,19,48,19,0,0,48
530110409091003,64,163,64,0,0,163
530110409091004,23,50,23,0,0,50
530110409091005,179,438,179,0,0,438
530110416002002,83,214,83,0,0,214
530110416002004,18,63,18,0,0,63
530110416002005,14,42,14,0,0,42
530110416002007,32,77,32,0,0,77
530110416002008,81,180,79,0,0,180
530110416002010,28,100,28,0,0,100
530110416002011,1,17,1,0,0,17
530110416002017,12,30,8,0,0,30
530110416002018,27,50,27,0,0,50
530110417001000,89,221,87,0,0,221
530110417001001,18,62,18,0,0,62
530110417001003,35,80,35,0,0,80
530110417001004,54,128,54,0,0,128
530110417001007,19,53,19,0,0,53
530110417001008,16,29,16,0,0,29
530110417001009,12,43,12,0,0,43
530110417001010,13,25,6,0,0,25
530110417001011,20,27,19,0,0,27
530110417001012,59,136,59,0,0,136
530110417001013,198,534,188,0,0,534
530110417001014,117,299,111,0,0,299
530110417001015,9,36,9,0,0,36
